title	description	source	date	open_coding_topic	sentiment	sentimental_words
Canadian PM makes veiled dig at Trump during film festival, warns not to push 'too far'	Canadian Prime Minister Mark Carney implicitly criticized President Donald Trump at the Toronto International Film Festival, using references to comedian John C...	foxnews.com	2025-09-05T22:30:46.000000Z	International	Negative	makes veiled dig, Carney implicitly criticized President Donald Trump
Canada plans to recognize Palestinian state in September, PM Carney says	Canadian Prime Minister Mark Carney said the country plans to recognize a Palestinian state in September during a meeting of the United Nations.	foxnews.com	2025-07-31T03:54:25.000000Z	International	Neutral	
Carney cuts short questions to Trump ahead of G7 summit	President Donald Trump claims at G7 summit that Russia's removal from G8 was a mistake that led to war, discusses tariffs with Canada and potential Iran de-esca...	foxnews.com	2025-06-16T18:05:49.000000Z	International	Neutral	
Senators go to Canada to meet PM Carney,smooth Trump tariff,51st-state tensions	Bipartisan senators,led by Kevin Cramer and Jeanne Shaheen,visit Canada to ease U.S.-Canada tensions amid trade disputes and diplomatic challenges.	foxnews.com	2025-05-28T21:57:22.000000Z	International	Neutral	
Trump targets northern border security as Canada's 'open border' policies create new threats	Canada's open-border policies pose risks to US security, with drug smuggling and criminal activities increasing along the northern border under PM Mark Carney.	foxnews.com	2025-05-16T09:00:08.000000Z	International	Negative	drug smuggling and criminal activities increasing along the northern border under PM Mark Carney
How Canada’s new prime minister plans to take down America and impose the Great Reset	Canada's new Prime Minister Mark Carney led two G7 central banks, was a trustee of the World Economic Forum and wants ESG rules and digital currency to reset gl...	foxnews.com	2025-05-07T09:00:38.000000Z	International	Negative	plans to take down America and impose the Great Reset
Trump teases 'very, very big announcement' ahead of Middle East trip, Carney says he's 'on edge of my seat'	"President Donald Trump said his administration will soon make ""one of the most important announcements that have been made"" before his trip to the Middle East"	foxnews.com	2025-05-06T16:35:01.000000Z	International	Neutral	
Trump holds 'extremely productive call' with Canadian prime minister: 'We agree on many things'	"President Donald Trump said he held an ""extremely productive call"" with Canadian Prime Minister Mark Carney on Friday."	foxnews.com	2025-03-28T16:08:46.000000Z	International	Positive	We agree on many things,extremely productive call
Canada’s new PM and Trump critic Mark Carney accused of being out of touch with the 'common man’	Carney is a former Goldman Sachs banker and UN special envoy for climate action and finance	foxnews.com	2025-03-15T9:51:44.000000Z	International	Negative	critic Mark Carney accused of being out of touch with the 'common man’
Carney says Canada is not for sale, Trump replies, 'Never say never'	Trump has repeatedly discussed Canada becoming another US state, along with sharing plans to acquire Greenland and the Panama Canal	foxnews.com	2025-05-06T12:48:44.000000Z	International	Negative	Never say never:
Canadian Prime Minister Mark Carney says 'old relationship' with US 'is over' amid tension over Trump tariffs	Canadian leader's remarks come amid tension with Trump administration over new tariffs	foxnews.com	2025-03-09T19:19:44.000000Z	International	Neutral	
New Canadian PM blasts Trump's 51st state idea: 'Crazy'	Canadian Prime Minister Mark Carney was sworn into office on Friday and faces an escalating trade war with the US	foxnews.com	2025-03-14T17:28:44.000000Z	International	Neutral	
Trump's 16th week in office to include WH meeting with Canada, ongoing trade negotiations	President Donald Trump's 16th week back in the Oval Office is expected to include a visit from Canadian PM Carney, trade talks and ongoing negotiations to end the war in Ukraine.	foxnews.com	2025-05-04T17:28:44.000000Z	International	Neutral	
John Ivison: Carney’s ‘commerce-first’ foreign policy spares no care for atrocities	The Carney government cannot follow its conscience on Sudan because that would take it in a different direction from its trade policy.	nationalpost.com	2025-11-25T22:41:30.000000Z	International	Negative	spares no care for atrocities, cannot follow its conscience
Tasha Kheiriddin: Did Carney really ditch Canada's feminist foreign policy?	Carney’s position is like being half-pregnant — unless he fully and clearly repudiates Trudeau’s legacy, it will continue to haunt us	nationalpost.com	2025-11-25T19:25:24.000000Z	International	Negative	Carney really ditch Canada's, Carney’s position is like being half-pregnant
John Ivison: Why Canada can’t back Trump’s peace plan for Ukraine	Mark Carney and his European and Japanese counterparts agreed the plan was unacceptable, but there were tensions about how to respond.	nationalpost.com	2025-11-24T21:12:38.000000Z	International	Neutral	
Carney and Modi agree to renew Canada-India free trade talks	Canada and India will renew discussions on a bilateral free trade agreements between the two nations.	nationalpost.com	2025-11-23T21:19:46.000000Z	International	Positive	agree to renew Canada-India free trade talks
'Nostalgia is not a strategy': Carney urges global unity at U.S.-snubbed G20 summit	At the G20, Mark Carney warned of a global 'rupture; driven by rising protectionism, geopolitical rivalry and shifting economic power.	nationalpost.com	2025-11-23T18:54:43.000000Z	International	Neutral	
Carney says 'centre of gravity' is changing as G-20 proceeds without the U.S.	Mark Carney touted global progress without U.S. involvement at the G-20 summit in South Africa.	nationalpost.com	2025-11-23T16:16:51.000000Z	International	Negative	touted
Why Chinese EVs keep haunting Liberal prime ministers	Mark Carney has inherited Justin Trudeau’s nightmare.	nationalpost.com	2025-11-21T17:09:45.000000Z	International	Neutral	
Kelly McParland: Swedish jet offer is about more than just planes	Should Carney opt for the Swedish jet it would confirm Canada's determination to make its own choices.	nationalpost.com	2025-11-19T11:00:20.000000Z	International	Neutral	
Terry Newman: Carney should mend relations with the U.S. before cozying up to China	Carney and Xi will no doubt be able to find 'common ground.' That doesn't mean they should	nationalpost.com	2025-11-18T11:00:07.000000Z	International	Negative	That doesn't mean they should
John Ivison: Rising prices are hitting both Trump and Carney where it hurts	Trump has had to lower tariffs on groceries. The problem for Ottawa is that prices have risen even more quickly in Canada than in the U.S.	nationalpost.com	2025-11-17T20:57:26.000000Z	International	Negative	Risen more quickly in canada and problem for ottawa
Liberals set to announce support measures for Canadian steel sector amid tariff war	The measures will include new restrictions on imports from countries without a free-trade agreement with Canada, according to a government official.	thestar.com	2025-11-25T13:30:44-05:00	International	Neutral	
Fact File: X’s AI chatbot claims Carney isn’t PM, Russian video set in Toronto	The artificial intelligence chatbot Grok made several errors over the past few weeks when asked to verify information on the X platform. In on…	thestar.com	2025-11-25T13:30:44-05:00	International	Neutral	
Carney says his comment about speaking with Trump was a ‘poor choice of words’	"At the G20 summit in Johannesburg, Prime Minister Mark Carney was asked when he last spoke to U.S. President Donald Trump. He replied: ""Who cares?"""	thestar.com	2025-11-25T13:30:44-05:00	International	Negative	poor choice of words
Mark Carney considering Washington trip next week for World Cup draw	The Prime Minister's Office confirmed that Carney is considering travelling to D.C. for the final draw on Dec. 5 for the FIFA World Cup 2026	thestar.com	2025-11-25T13:48:34-05:00	International	Neutral	
‘He should care’: Conservatives slam Carney on Trump comments	Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made recently about stalled trade talks with U.S. President	thestar.com	2025-11-25T15:23:01-05:00	International	Negative	Conservatives slam Carney, dismissive comments
Canada and India reset + The Crowns dangerous error	Here’s the latest on Mark Carney and Narendra Modi’s trade plans, programs at George Brown being cut in Toronto but offered abroad and prosecutors	thestar.com	2025-11-24T07:30:00-05:00	International	Neutral	
David Olive: While an erratic Trump ignores Canada,Carney quietly cements international investments. Elbows up,indeed	The Canada that Donald Trump finally confronts at the negotiating table,writes David Olive,will have more powerful friends around the world and	thestar.com	2025-11-25T16:50:35-05:00	International	Positive	cements international investments,powerful friends
Mark Carney evokes Mandela in navigating global disruption	Prime Minister Mark Carney evoked the legacy of Nelson Mandela in praising efforts by fellow leaders to collaborate at the G20 summit in Johan…	thestar.com	2025-11-23T16:48:00-05:00	International	Positive	evoked the legacy, praising efforts, collaborate
Mark Carney wouldn’t describe Canada as having feminist foreign policy	Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, but still wants to uphold values on the world stage that inclu…	thestar.com	2025-11-24T17:02:23-05:00	International	Neutral	
Carney: No ‘burning issue’ to bring up with Trump, talks to resume when ‘appropriate’	"""When America wants to come back and have conversations on the trade side, we will have those discussions,"" said Prime Minister Mark Carney."	thestar.com	2025-11-25T15:23:01-05:00	International	Neutral	
Carney says Canada upholding values but drops talk of ‘feminist foreign policy’	Carney's comments at the G20 summit in Johannesburg illustrate a shift in rhetoric from the government of Justin Trudeau.	thestar.com	2025-11-24T17:02:23-05:00	International	Neutral	
Carney evokes Mandela,looks to trade pacts to help navigate ‘this moment of rupture’	JOHANNESBURG - Prime Minister Mark Carney evoked the legacy of Nelson Mandela in praising efforts by fellow leaders to collaborate amid global…	thestar.com	2025-11-23T03:03:00-05:00	International	Neutral	
'Poor choice of words': Carney backtracks comment on Trump	Prime Minister Mark Carney backtracked on the comment he made over his last discussion with Trump, saying it was a 'poor choice of words.'	citynews.ca	2025-11-26T10:45:00-05:00	International	Negative	Carney backtracks comment
Carney attacked over 'who cares' remark	Opposition figures accuse the Prime Minister of being dismissive of those affected by the trade war,after Mark Carney said 'who cares' in response to questions about when was the last time,he spoke with U.S. President Donald Trump.	citynews.ca	2025-11-24T18:41:00-05:00	International	Negative	attacked,accuse,dismissive
Carney signs agreement with UAE, no address yet on Sudan's civil war	While Prime Minister Mark Carney reached an investment-protection deal with the UAE on his visit to Abu Dhabi, there is no word yet on whether Canada has brough up human rights concerns on the UAE's role in Sudan's civil war.	citynews.ca	2025-11-20T10:53:00-05:00	International	Negative	no word yet on whether Canada has brough up human rights concerns
Carney pitches budget in visit to Montreal Chamber of Commerce	"""The United States has changed (...) We must respond,"" Prime Minister Mark Carney said at Montreal's Chamber of Commerce as he pitched the new federal budget. Zachary Cheung reports."	citynews.ca	2025-11-14T17:27:00-05:00	International	Neutral	
PM Carney in Montreal: U.S. has changed, we must respond	Prime Minister Mark Carney was in Montreal Friday to pitch his new budget, which he says is designed to boost the country’s economy and keep Canadian businesses competitive on the global stage.He...	citynews.ca	2025-11-14T17:27:00-05:00	International	Neutral	
Carney apologizes to Trump over Doug Ford's anti-tariff ad	Prime Minister Mark Carney has apologized to U.S. President Donald Trump for Ontario Premier Doug Ford's controversial anti-tariff ad, which prompted Trump to scrap all trade talks with Canada. Karling Donoghue reports.	citynews.ca	2025-11-01T22:39:00-05:00	International	Neutral	
Carney paints Canada as reliable trading partner during Asia trip	Prime Minister Mark Carney wrapped up his first official visit to Asia after attending two major summits and holding a meeting with Chinese President Xi Jinping that both countries hailed as a turning point in relations.	citynews.ca	2025-11-01T22:39:00-05:00	International	Positive	hailed as a turning point in relations
Trump and Carney have cordial but distant interaction at ASEAN summit	Despite harsh words shared online from Trump, the U.S. President and Prime Minister Carney had a cordial but distant interaction at the ASEAN summit, signaling a potential shift in the strained relationship.	citynews.ca	2025-10-29T10:52:00-05:00	International	Neutral	
Carney offers little after U.S. ends talks	The Prime Minister says Canada is ready to talk any time the U.S. wants to resume trade negotiations. But one professor says Canada shouldn't expect much from America right now,at least in the short-term.	citynews.ca	2025-10-27T18:24:00-05:00	International	Negative	offers little
Carney says Canada-U.S. trade talks were progressing before tariff ad	Prime Minister Mark Carney said trade talks between Canada and the U.S. were progressing before the Ontario-made ad calling out Trump's tariffs put a damper on furthering negotiations.	citynews.ca	2025-10-27T18:24:00-05:00	International	Neutral	
Carney doesn't directly address latest Trump tariff threat	With trade relations among the main discussion points at the ASEAN summit, Prime Minister Mark Carney did not directly address the latest tariff threat from U.S. President Donald Trump	citynews.ca	2025-10-26T17:21:00-05:00	International	Negative	Carney did not directly address the latest tariff threat
Carney in Malaysia to strengthen trade partners amid U.S. tensions	Prime Minister Mark Carney is in Malaysia at the Association of Southeast Asian Nations leaders' summit, pledging to move quickly on bilateral deals with interested countries.	citynews.ca	2025-10-26T17:21:00-05:00	International	Positive	strengthen trade partners, 
Loblaw to gradually drop tariff prices on groceries in Canada	Shoppers will soon start seeing tariff prices drop on thousands of grocery items at Loblaw stores in Canada. Last Friday, Prime Minister Mark Carney announced that Canada would be removing retaliatory tariffs on American goods, effective Sept. 1. Loblaw Companies Ltd. CEO and President Per Bank welcomed the news in a recent LinkedIn post, calling it a “big development” for businesses and customers.	dailyhive.com	2025-08-26T12:00:00-05:00	International	Positive	removing retaliatory tariffs, welcomed the news, big development
Hot mic catches Trump make subtle dig at Trudeau to PM Carney	Cameras and mics caught a lighthearted moment between Prime Minister Mark Carney and U. S. President Donald Trump during the Gaza Peace Summit — one that included subtle shade at former Canadian Prime Minister Justin Trudeau.	dailyhive.com	2025-10-14T12:00:00-05:00	International	Neutral	
Carney, Modi agree to revive comprehensive trade deal talks - National	Canadian and Indian prime ministers Mark Carney and Narendra Modi have agreed to work towards a new comprehensive economic partnership agreement.	globalnews.ca	2025-11-23T21:17:16.000000Z	International	Positive	Agreed to work towards
Carney says he’ll speak with Trump ‘when it’s appropriate’ - National	Prime Minister Mark Carney said he doesn't have a	globalnews.ca	2025-11-23T20:27:03.000000Z	International	Neutral	
Carney says Canada drops talk of ‘feminist foreign policy’ but upholds values - National	Prime Minister Mark Carney says he wants Canada to uphold values on the world stage including combatting violence against women, but says it doesn't have a femi...	globalnews.ca	2025-11-23T17:47:07.000000Z	International	Positive	Combatting violence, uphold values
Carney says U.S. peace plan for Ukraine needs ‘more work’; expert calls it a ‘disaster’ - National	Ukraine peace talks take centre stage at the G20 Summit in Johannesburg, with the United States, Russia and China notably absent from the summit.	globalnews.ca	2025-11-22T17:25:57.000000Z	International	Neutral	
PM Carney at G20 as countries move beyond U.S. - National	Prime Minister Mark Carney is in Johannesburg for the G20 summit, where South African officials say there will be a joint declaration despite a U.S. boycott.	globalnews.ca	2025-11-22T13:09:37.000000Z	International	Neutral	
Carney wraps up UAE visit with $70B investment pledge into Canada - National	The announcements come as Carney concluded a visit to Abu Dhabi, which focused heavily on trade amid concerns about the war in Sudan.	globalnews.ca	2025-11-21T13:22:12.000000Z	International	Positive	Carney wraps up UAE visit with $70B investment pledge into Canada
Carney signs investment pact, launches trade talks during UAE visit - National	On Thursday, Carney announced the investment pact following a meeting with UAE President Sheikh Mohammed bin Zayed Al Nahyan, and both also launched talks for a...	globalnews.ca	2025-11-20T13:26:05.000000Z	International	Positive	Investment Pact
Carney visits UAE amid pressure to push for end to Sudan civil war support - National	Carney's visit is aimed at attracting investment from Emirati sovereign wealth funds and the private sector to help diversify Canada's economy in response to U....	globalnews.ca	2025-11-19T23:21:34.000000Z	International	Neutral	
U.S. trade policy is ‘radically different’ now, Carney says - National	Speaking to reporters in New Brunswick, Carney said the U.S. was trying to 'shut out' Canada’s forestry products, making it important for Canada to source loc...	globalnews.ca	2025-11-10T19:22:22.000000Z	International	Neutral	
Ford says trade negotiation ‘falls on’ federal government after commercial controversy	Doug Ford appears to be falling in line behind Mark Carney as the federal government asserts its authority over high-stakes trade talks with the Trump administr...	globalnews.ca	2025-11-04T19:29:10.000000Z	International	Positive	falling in line behind Mark Carney, federal government asserts its authority over high-stakes trade talks
Ottawa urged to stop weapons flow to Sudan as Carney prepares UAE visit - National	Human rights groups say they believe planes meant to carry humanitarian aid from the UAE to Sudan are regularly delivering weapons instead, including possibly C...	globalnews.ca	2025-11-03T23:34:21.000000Z	International	Negative	Urged to stop
Carney advised to push back on Trump in April call if provoked: memo - National	Federal officials prepared the internal memo to guide Carney's conversation with Trump following the Liberal party's April 28 election victory.	globalnews.ca	2025-11-02T16:15:33.000000Z	International	Neutral	
Carney says China doesn’t share concerns about ‘foreign interference’ - National	Prime Minister Mark Carney said China does not grasp Canada's level of concern on	globalnews.ca	2025-11-01T17:40:43.000000Z	International	Neutral	
Carney says China doesn’t grasp Canada’s concern over issues of foreign interference - National	Prime Minister Mark Carney said China does not grasp Canada's level of concern on	globalnews.ca	2025-11-01T17:40:43.000000Z	International	Neutral	
‘I did apologize to the President,’ Carney says on U.S. anti-tariff ad - National	Prime Minister Mark Carney confirmed he apologized to U.S. President Donald Trump after an Ontario anti-tariff ad aired in the U.S.	globalnews.ca	2025-11-01T15:56:33.000000Z	International	Neutral	
Carney says his comment about speaking with Trump was a ‘poor choice of words’	 Prime Minister Mark Carney said Tuesday his recent reply to a question about the state of trade talks ...	cp24.com	2025-11-25T19:04:41.000000Z	International	Neutral	
Carney considering trip to Washington after dismissing question about his last contact with Trump	Less than 48 hours after Prime Minister Mark Carney dismissed a question about when he had last spoken with U.S. ...	cp24.com	2025-11-24T19:04:41.000000Z	International	Negative	Carney dismissed a question
‘He should care’: Conservatives slam Carney on Trump comments	OTTAWA — Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made recently when asked about stalled ...	cp24.com	2025-11-24T19:04:41.000000Z	International	Negative	Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments
Carney says Canada and India can be ‘reliable trading partners’	The prime ministers of Canada and India have agreed to launch negotiations towards a new Comprehensive Economic Partnership Agreement (CEPA). ...	cp24.com	2025-11-23T19:04:41.000000Z	International	Positive	towards a new Comprehensive Economic Partnership Agreement
Carney: No ‘burning issue’ to bring up with Trump	JOHANNESBURG — Prime Minister Mark Carney is in no hurry to resume trade talks with U.S. President Donald Trump but ...	cp24.com	2025-11-23T19:04:41.000000Z	International	Neutral	
Carney says Canada upholding values but drops talk of ‘feminist foreign policy’	JOHANNESBURG — Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, but still wants to uphold ...	cp24.com	2025-11-23T19:04:41.000000Z	International	Neutral	
Carney in South Africa as concerns grow over U.S. boycott of G20	Prime Minister Mark Carney is in South Africa for a G20 summit overshadowed by a U.S. boycott — and as ...	cp24.com	2025-11-21T19:04:41.000000Z	International	Neutral	
Canada cuts back spending on fighting infectious diseases at G20 in South Africa	Prime Minister Mark Carney has made Canada’s first-ever cut to funding for a major program for fighting infectious diseases in ...	cp24.com	2025-11-21T19:04:41.000000Z	International	Negative	Canada’s first-ever cut to funding for a major program for fighting infectious diseases
Carney wraps United Arab Emirates visit with pledge of $70B to be invested in Canada	ABU DHABI — Prime Minister Mark Carney says Ottawa is working on a $1-billion project aimed at expanding critical minerals ...	cp24.com	2025-11-21T19:04:41.000000Z	International	Positive	pledge of 70B
Carney signs UAE investment pact, launches trade talks during Abu Dhabi visit	Prime Minister Mark Carney signed an investment-protection agreement Thursday with the United Arab Emirates during a visit to Abu Dhabi ...	cp24.com	2025-11-20T19:04:41.000000Z	International	Positive	Agreement
Carney to sign investment agreement,launch Canada-United Arab Emirates trade talks: official	ABU DHABI – Prime Minister Mark Carney intends to sign a long-negotiated investment agreement,as well as begin launching talks ...	cp24.com	2025-11-19T19:04:41.000000Z	International	Positive	sign a long-negotiated investment agreement
‘Gas-for-wine’: South Africa seeks deal to boost trade, investment with Canada	OTTAWA — As Prime Minister Mark Carney heads to Johannesburg for the G20 summit, Canada and South Africa are talking ...	cp24.com	2025-11-18T19:04:41.000000Z	International	Neutral	
Carney plans to see Trump next week in Washington	OTTAWA - Prime Minister Mark Carney will travel to Washington next week and plans to ...	ctvnews.ca	2025-11-26T12:00:00-05:00	International	Neutral	
Carney announces new supports for Canada’s lumber, steel sectors	OTTAWA — Amid the ongoing trade war with the United States, Prime Minister Mark Carney ...	ctvnews.ca	2025-11-26T12:00:00-05:00	International	Neutral	
Carney confirms he'll see Trump during FIFA draw in D.C.		ctvnews.ca	2025-11-26T12:00:00-05:00	International	Neutral	
Trade war update: Carney’s Liberals to announce steel, lumber protections, sources say	Help is on the way for Canadian steel producers and those in softwood lumber affected ...	ctvnews.ca	2025-11-26T12:00:00-05:00	International	Positive	protections, Help is on the way
Carney says his comment about speaking with Trump was a ‘poor choice of words’	OTTAWA — Prime Minister Mark Carney said Tuesday his recent reply to a question about ...	ctvnews.ca	2025-11-25T12:00:00-05:00	International	Negative	poor choice of words
CTV National News: Carney considering Washington trip as Canada-U.S. relations remain stagnant		ctvnews.ca	2025-11-24T12:00:00-05:00	International	Neutral	
Carney considering Washington trip as Canada-U.S. relations remain stagnant		ctvnews.ca	2025-11-24T12:00:00-05:00	International	Neutral	
Tough stance or just annoyed? Front Bench on PM Carney's comments on Canada-U.S. talks		ctvnews.ca	2025-11-24T12:00:00-05:00	International	Negative	Tough stance or just annoyed?
Carney considering trip to Washington after dismissing question about his last contact with Trump	Less than 48 hours after Prime Minister Mark Carney dismissed a question about when he ...	ctvnews.ca	2025-11-24T12:00:00-05:00	International	Negative	dismissed a question
‘He should care’: Conservatives slam Carney on Trump comments	OTTAWA — Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made ...	ctvnews.ca	2025-11-24T12:00:00-05:00	International	Negative	Conservatives slam Carney, dismissive comments
Sikh groups accuse PM Carney of ‘selling out Canadians’ by renewing economic ties to India		ctvnews.ca	2025-11-24T12:00:00-05:00	International	Negative	accuse PM Carney of ‘selling out Canadians’
Carney says Canada and India can be ‘reliable trading partners’	The prime ministers of Canada and India have agreed to launch negotiations towards a new ...	ctvnews.ca	2025-11-23T12:00:00-05:00Z	International	Positive	Agreed to launch negotiations
Carney: No ‘burning issue’ to bring up with Trump	JOHANNESBURG — Prime Minister Mark Carney is in no hurry to resume trade talks with ...	ctvnews.ca	2025-11-23T12:00:00-05:00	International	Neutral	
Carney says Canada upholding values but drops talk of ‘feminist foreign policy’	JOHANNESBURG — Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, ...	ctvnews.ca	2025-11-23T12:00:00-05:00	International	Neutral	
PM Carney says there are ‘a host of issues’ with Ukraine peace deal,unknown if ...		ctvnews.ca	2025-11-23T12:00:00-05:00	International	Neutral	
PM Mark Carney continues ‘pragmatic’ relationship for an India-Canada trade deal		ctvnews.ca	2025-11-23T12:00:00-05:00	International	Positive	continues ‘pragmatic’ relationship
CTV QP: PM Carney confirms deal with UAE, more international trade deals coming		ctvnews.ca	2025-11-23T12:00:00-05:00	International	Positive	Confirms deal
PM Carney meets with Indian PM Modi on trade,economic relations,more		ctvnews.ca	2025-11-23T12:00:00-05:00	International	Neutral	
PM Carney may have ‘missed an opportunity’ to talk about Sudan when meeting with UAE: ...		ctvnews.ca	2025-11-21T12:00:00-05:00	International	Negative	missed an opportunity
CTV National News: PM Carney arrives in South Africa for the G20 after a successful ...		ctvnews.ca	2025-11-21T12:00:00-05:00	International	Positive	successful
Carney in South Africa as concerns grow over U.S. boycott of G20	Prime Minister Mark Carney is in South Africa for a G20 summit overshadowed by a ...	ctvnews.ca	2025-11-21T12:00:00-05:00Z	International	Neutral	
Canada cuts back spending on fighting infectious diseases at G20 in South Africa	Prime Minister Mark Carney has made Canada’s first-ever cut to funding for a major program ...	ctvnews.ca	2025-11-21T12:00:00-05:00	International	Neutral	
PM Carney is headed to South Africa for G20 Summit after UAE deal		ctvnews.ca	2025-11-21T12:00:00-05:00	International	Neutral	
PM Carney ‘cannot feign ignorance’ about UAE involvement in Sudan war: human rights group		ctvnews.ca	2025-11-21T12:00:00-05:00	International	Negative	Carney ‘cannot feign ignorance’
PM Mark Carney signs new trade pact with UAE		ctvnews.ca	2025-11-21T12:00:00-05:00	International	Neutral	
'This is significant': Carney ends UAE visit with an investment commitment for Canada		ctvnews.ca	2025-11-21T12:00:00-05:00	International	Neutral	
Carney wraps United Arab Emirates visit with pledge of $70B to be invested in Canada	ABU DHABI — Prime Minister Mark Carney says Ottawa is working on a $1-billion project ...	ctvnews.ca	2025-11-21T12:00:00-05:00	International	Positive	pledge of $70B to be invested in Canada
Carney signs UAE investment pact, launches trade talks during Abu Dhabi visit	Prime Minister Mark Carney signed an investment-protection agreement Thursday with the United Arab Emirates during ...	ctvnews.ca	2025-11-20T12:00:00-05:00	International	Neutral	
Carney signs UAE investment pact		ctvnews.ca	2025-11-20T12:00:00-05:00	International	Neutral	
CTV National News: PM Mark Carney arrives in UAE ahead of G20 for key trade ...		ctvnews.ca	2025-11-19T12:00:00-05:00	International	Neutral	
Carney to sign investment agreement, launch Canada-United Arab Emirates trade talks: official	ABU DHABI – Prime Minister Mark Carney intends to sign a long-negotiated investment agreement, as ...	ctvnews.ca	2025-11-19T12:00:00-05:00	International	Positive	intends to sign a long-negotiated investment agreement
PM Mark Carney heading to UAE, South Africa after latest major projects approval		ctvnews.ca	2025-11-19T12:00:00-05:00	International	Neutral	
‘Carney is going to the UAE because that’s where the money is’: McLaughlin		ctvnews.ca	2025-11-19T12:00:00-05:00	International	Negative	Carney is going to the UAE because that’s where the money is
CTV National News: PM Carney travels to UAE seeking new trade and diplomatic ties		ctvnews.ca	2025-11-18T12:00:00-05:00	International	Positive	seeking new trade and diplomatic ties
Aiming to attract capital to Canada,Carney departing for two of world’s largest emerging markets	Prime Minister Mark Carney is departing for a nearly week-long trip to the United Arab ...	ctvnews.ca	2025-11-18T12:00:00-05:00	International	Neutral	
PM Carney and King Carl XVI Gustaf discuss ‘strategic partnership’ during visit		ctvnews.ca	2025-11-18T12:00:00-05:00	International	Neutral	
‘Gas-for-wine’: South Africa seeks deal to boost trade, investment with Canada	OTTAWA — As Prime Minister Mark Carney heads to Johannesburg for the G20 summit, Canada ...	ctvnews.ca	2025-11-18T12:00:00-05:00	International	Neutral	
PM Carney: 'The world wants Canada as the reliable supplier of critical minerals'		ctvnews.ca	2025-11-13T12:00:00-05:00	International	Neutral	
Canada Reaches for Its Economic Past to Find a Future Less Reliant on the U.S.	Prime Minister Mark Carney fast-tracked mines and other natural resource projects to the dismay of some Indigenous groups and many environmentalists.	nytimes.com	2025-11-13T23:42:04Z	International	Negative	dismay
