title	description	source	date	open_coding_topic	sentiment	sentimental_words
Spurned by Trump, Carney Begins Thawing Canada’s China Connection	The meeting between Prime Minister Mark Carney and Xi Jinping, China’s top leader, came after a long period of tension and estrangement.	nytimes.com	2025-11-01T10:00:07Z	International	Neutral	
Carney Says He Apologized to Trump Over Ad Reviving Reagan’s Tariff Criticism	The Canadian prime minister also said that he had asked the province of Ontario not to air the ad that later prompted the president to end trade talks.	nytimes.com	2025-11-01T08:43:09Z	International	Negative	Apologized
Canada’s Other Superpower Problem	The leaders of Canada and China met for the first time in eight years to try to reset relations after years of acrimony.	nytimes.com	2025-10-31T04:01:06Z	International	Neutral	
Scolded by Trump, Canada’s Prime Minister Turns to Asia for Trade	Mark Carney is pitching Canada as a predictable and responsible alternative to the United States.	nytimes.com	2025-10-28T13:57:41Z	International	Neutral	
Carney Says He Will Meet With Xi in South Korea	The meeting between Prime Minister Mark Carney of Canada and Xi Jinping, China’s top leader, scheduled for later this week, appeared to signal a pivot to Asia after decades of poor relations between his country and Beijing.	nytimes.com	2025-10-27T13:31:52Z	International	Positive	pivot to Asia after decades of poor relations
How Canada Is Dealing With Its Latest Tussle With President Trump	Prime Minister Mark Carney is focusing on what the country can control, including looking for economic partnerships abroad, especially in Asia.	nytimes.com	2025-10-26T19:17:05Z	International	Neutral	
Trump Announces Tariff Increase on Canada Over Reagan Ad Spat	The ad, which will stop airing on Monday, used audio of a 1987 address by Ronald Reagan making a case against tariffs.	nytimes.com	2025-10-25T21:07:12Z	International	Neutral	
Canada-U.S. Tensions Stay on the Ball Field as Blue Jays Stun Dodgers	At Game 1 of the World Series in Toronto on Friday, overt politics were absent. Unity between the two nations was on display before the first pitch.	nytimes.com	2025-10-25T18:35:11Z	International	Neutral	
Facing Lost Trade With the U.S., Carney Heads to Asia	The prime minister will attend two meetings and visit three countries as part of his plan to wean Canada off its dependence on the U.S.	nytimes.com	2025-10-25T10:00:07Z	International	Neutral	
New Trump-Canada Spat Spotlights ‘Captain Canada,’ the Ontario Premier	Doug Ford has built a reputation for picking fights with President Trump and getting under his skin with publicity-grabbing moves as U.S. tariffs have harmed Ontario’s economy.	nytimes.com	2025-10-24T16:05:24Z	International	Neutral	
Trump Says He’s Cutting Off Trade Negotiations With Canada	The president said he was motivated by an ad, paid for by the province of Ontario, that featured Ronald Reagan criticizing tariffs in a 1987 radio address.	nytimes.com	2025-10-24T03:23:10Z	International	Neutral	
In Nod to Trump, Automaker Stellantis Shifts Production From Canada to the U.S.	Canadian leaders blame the move by Stellantis to abandon production in Ontario on President Trump’s tariffs. Mr. Trump says he wants to increase production in the United States.	nytimes.com	2025-10-15T16:09:09Z	International	Neutral	
Carney and Trump: A Collision Avoided, Save for a Nasty Comment or Two	The Canadian prime minister came to Washington determined to take the heat out of the relationship. He mostly succeeded, at least for now.	nytimes.com	2025-10-07T23:47:58Z	International	Positive	determined to take the heat out of the relationship. He mostly succeeded
Trump Predicts That ‘Canada Will Love Us Again’ in Meeting With Carney	President Trump on Tuesday hosted Prime Minister Mark Carney of Canada, who has been seeking relief from U.S. tariffs.	nytimes.com	2025-10-07T09:02:06Z	International	Neutral	
Canada and the U.S. to Hold Trade and Security Talks	Prime Minister Mark Carney of Canada will travel to Washington next week to meet with President Trump to try to ease some of the tariffs imposed by the United States.	nytimes.com	2025-10-03T18:51:04Z	International	Neutral	
Canada and Mexico Turn to Trains and Ports to Skirt U.S. Tariff Wall	Prime Minister Mark Carney touched down in Mexico City to regain Mexico’s trust and strategize with President Claudia Sheinbaum.	nytimes.com	2025-09-20T10:00:11Z	International	Positive	regain Mexico’s trust and strategize
Leaders of Canada and Mexico Talk Trade and Security Without U.S.	Looming over the discussions was the desire to preserve the countries’ free-trade agreement with the United States.	nytimes.com	2025-09-18T09:04:21Z	International	Neutral	
‘Elbows Down’? Canada’s Leader Struggles to Find the Answer to Trump.	After a stunning election victory on an anti-Trump message, Prime Minister Mark Carney is adjusting to the realities of dealing with the United States. Critics call it capitulation.	nytimes.com	2025-09-15T09:00:46Z	International	Negative	Canada’s Leader Struggles, Critics call it capitulation
Hoping to Jump-Start Talks, Canada to Drop Some Retaliatory Tariffs on U.S. Products	Canada’s leader said he would follow the United States in dropping tariffs against American goods covered by the existing free trade agreement.	nytimes.com	2025-08-22T16:57:38Z	International	Neutral	
Facing Trump’s Threats, Mexico and Canada Draw Closer. Will It Last?	Mexico and Canada have long viewed each other with indifference or even distrust. They’re now talking about teaming up.	nytimes.com	2025-08-20T09:01:51Z	International	Neutral	
With Canada No Longer Able to Rely on U.S., Carney Pushes New Markets	Prime Minister Mark Carney suggested he’s unlikely to add additional retaliatory tariffs on U.S. goods, but he is trying to help affected companies develop new products and find new buyers.	nytimes.com	2025-08-05T23:57:07Z	International	Neutral	
What Do Trump’s Tariff Hikes Mean for Canada’s Trade-Dependent Economy?	After Canada failed to strike a trade deal with Washington, the president raised tariffs on some Canadian exports this week.	nytimes.com	2025-08-02T10:00:07Z	International	Negative	Canada failed to strike a trade deal
Trump Gives Mexico a Reprieve but Slams Canada With Higher Tariffs	The imbalance in President Trump’s treatment of America’s closest trading partners may come from his desire to make Canada the 51st state, some Canadians believe.	nytimes.com	2025-08-01T04:51:41Z	International	Neutral	
Canada to Recognize Palestinian State at the U.N. General Assembly	Canada joins France and Britain in taking similar steps,after months of increasing criticism of Israel by Prime Minister Mark Carney.	nytimes.com	2025-07-30T21:30:51Z	International	Neutral	
Trump Trade Deals Threaten Canada’s Vital Auto Industry	Recent pacts with Britain, Europe and Japan mean that autos exported from those countries and regions face lower U.S. tariffs than Canadian vehicles do.	nytimes.com	2025-07-29T21:06:02Z	International	Neutral	
Unified on Trump and Tariffs, Canada’s Premiers Differ on Next Steps	A three-day meeting in response to President Trump’s looming tariff threat underscored differences between the leaders of Canada’s provinces and territories.	nytimes.com	2025-07-23T21:52:49Z	International	Neutral	
Canada Says It Won’t Accept a Trade Deal With the U.S. at ‘Any Cost’	Prime Minister Mark Carney, after a meeting with Canada’s political leaders, downplayed the chances of success in talks aimed at reaching a trade deal with President Trump.	nytimes.com	2025-07-22T21:27:48Z	International	Neutral	
Canada Moves to Block Chinese Steel Now Shut Out of the U.S.	Canada’s steel industry fears that Chinese steel facing steep tariffs in the United States will be sent north and overwhelm the Canadian market.	nytimes.com	2025-07-16T19:34:11Z	International	Neutral	
Canada’s Leader Says There’s Little Hope of Avoiding U.S. Tariffs	After long insisting that Canada could avoid Trump tariffs through talks, Mark Carney now says that is unlikely for any nation.	nytimes.com	2025-07-15T23:10:07Z	International	Negative	After long insisting ..., Mark Carney now says that is unlikely for any nation
‘He’s Nuts, Your Trump.’ Canada Unites Against America.	America’s growing discord with Canada exemplifies the extraordinary damage President Trump is wreaking on the United States’ standing in the world.	nytimes.com	2025-07-13T05:00:05Z	International	Neutral	
Canada Thinks Its Trade Talks With Trump Are Unique. Does That Matter?	Tariff negotiations between the two top trading partners are on a different track from those the U.S. is pursuing with other nations. But Canada may not get a better outcome.	nytimes.com	2025-07-09T12:52:56Z	International	Neutral	
Looking Beyond the U.S. for Trade, Canada Begins Shipping Natural Gas to Asia	A tanker is headed to South Korea with a first shipment of liquefied natural gas from Canada, which hopes to reduce its export reliance on its neighbor.	nytimes.com	2025-07-07T09:03:13Z	International	Neutral	
Canada’s Tax U-turn Highlights Trump Tariff Tactics	After President Trump suspended trade talks with Canada over its controversial digital services tax, Ottawa scrapped it to get back to the negotiating table.	nytimes.com	2025-06-30T22:06:34Z	International	Negative	Scrapped it
Canada and E.U. Pull Together as America Pushes Them Away	The European Union and Canada struck a defense agreement on Monday, a step toward closer military cooperation as relations with the United States have soured.	nytimes.com	2025-06-23T20:01:28Z	International	Positive	struck a defense agreement, a step toward closer military cooperation
India and Canada Move to Mend Rift Over Sikh Activist’s Killing	The rapprochement comes months after each country had expelled the other’s senior diplomats.	nytimes.com	2025-06-18T10:32:24Z	International	Positive	Mend rift, rapprochment
Flattery or Discipline? The Difficult Task of Managing Trump.	Canada’s prime minister Mark Carney deployed both methods on the first day of the Group of 7 summit in Alberta to keep Mr. Trump focused and avoid drama.	nytimes.com	2025-06-17T00:52:28Z	International	Positive	Employed both strategies
What to Know About Trump’s Meeting With Global Leaders in Canada	President Trump left the G7 summit early and abruptly to deal with the conflict between Israel and Iran.	nytimes.com	2025-06-15T09:01:08Z	International	Neutral	
Group of 7 Mountain Summit Time	Canada is hosting the major global meeting with President Trump and other world leaders. Here’s what to expect.	nytimes.com	2025-06-14T10:00:06Z	International	Neutral	
Canada Commits Billions in Military Spending to Meet NATO Target	Prime Minister Mark Carney promised to hit the alliance’s 2 percent spending threshold this year, seven years ahead of a previous schedule.	nytimes.com	2025-06-09T21:40:56Z	International	Positive	Ahead of schedule
King Charles Visits Canada in a Subtle Rebuke to Trump	The British monarch, who is Canada’s official head of state, is coming at a moment when President Trump has threatened the country’s sovereignty.	nytimes.com	2025-05-26T09:02:39Z	International	Neutral	
Senators Visit Canada, Seeking a Reset Amid Trump’s Provocations	Democrats and one Republican made the trip, seeking to stabilize the U.S.-Canada relationship after President Trump imposed tariffs on Canada and suggested it should become the 51st state.	nytimes.com	2025-05-24T01:17:38Z	International	Neutral	
America’s New Ambassador to Canada Tamps Down Annexation Talk	Despite his friendly tone, Pete Hoekstra offered no indication of when, or if, the United States will remove its tariffs against Canada.	nytimes.com	2025-05-17T10:00:06Z	International	Neutral	
Tariffs Drive Honda to Move S.U.V. Production From Canada to U.S.	President Trump’s trade war again tests Canada’s new government. Honda is also postponing  a major electric vehicle factory in Canada.	nytimes.com	2025-05-13T14:33:18Z	International	Neutral	
Does the United States ‘Need’ Canada?	President Trump seems to think not. The industries he constantly mentions when he pushes his case,including autos,energy and lumber,beg to differ.	nytimes.com	2025-05-12T09:01:37Z	International	Neutral	
Trump Surprises Canada With a New Message: We Love You	President Trump played nice when he came face-to-face with the new prime minister of Canada,the country he has spent months belittling.	nytimes.com	2025-05-06T22:23:24Z	International	Neutral	
Carney Tells Trump Canada ‘Is Not for Sale’ During White House Visit	The Canadian prime minister met with President Trump days after being elected on an anti-Trump platform as relations between the two allies are at a historic nadir.	nytimes.com	2025-05-06T09:03:27Z	International	Neutral	
After Leading a Liberal Comeback,Carney Hits the Ground Running	The prime minister will begin broad economic and security talks with President Trump next week and has set a timetable for his new government.	nytimes.com	2025-05-03T10:00:06Z	International	Positive	comeback,hits the ground running
The World Is Watching Canada	Canada’s greatest opportunity lies in its ability to reframe its place in the world beyond America.	nytimes.com	2025-05-02T05:00:05Z	International	Neutral	
Canada Rejects Statehood	The anger in Canada is evident in many other ways; Canadians have always felt close to but distinct from Americans. A hostile America was something they never imagined.	nytimes.com	2025-04-29T18:07:52Z	International	Neutral	
Tariffs May Make It Too Expensive to ‘Drill,Baby,Drill’	President Trump’s tariff polices have sent oil prices falling,which may push energy companies to reconsider their plans to drill.	nytimes.com	2025-04-08T19:27:07Z	International	Neutral	
Trump Tones Down His Rhetoric About Canada After Call With Its Leader	The president and Canada’s new prime minister,Mark Carney,spoke for the first time on Friday and promised to begin negotiations on trade.	nytimes.com	2025-03-28T20:44:38Z	International	Neutral	
Carney to speak with Trump in Washington at FIFA World Cup draw	Prime Minister Mark Carney said he plans to visit Washington next week to attend the FIFA World Cup draw,and expects to speak with U.S. President Donald Trump ...	cbc.ca	2025-11-26T21:56:22.000000Z	International	Neutral	
Carney says he made a mistake by dismissing Trump questions with 'who cares?'	Prime Minister Mark Carney said Tuesday he should not have been dismissive of reporters' questions about speaking to U.S. President Donald Trump, conceding he u...	cbc.ca	2025-11-25T20:25:59.000000Z	International	Negative	Carney says he made a mistake
Carney weighing D.C. trip next week after dismissing questions about speaking to Trump	Prime Minister Mark Carney dodged questions about the last time he spoke to his U.S. counterpart Sunday,saying 'who cares?' when pressed by reporters to say wh...	cbc.ca	2025-11-24T21:26:56.000000Z	International	Negative	dismissing,dodged questions
Carney, Modi agree to launch negotiations on new Canada-India trade deal: source	Prime Minister Mark Carney and Indian Prime Minister Narendra Modi have agreed to launch negotiations toward a new trade deal called a Comprehensive Economic Pa...	cbc.ca	2025-11-23T16:13:24.000000Z	International	Neutral	
Carney signs onto AI and technology partnership with India and Australia	Prime Minister Mark Carney has had Canada launch a partnership with India and Australia on emerging technologies while at the G20 summit in South Africa. The tr...	cbc.ca	2025-11-22T15:34:53.000000Z	International	Positive	signs onto,partnership
Carney meets with world leaders as Ukraine faces 'intense' pressure to accept Trump's plan to end war	Prime Minister Mark Carney is sitting down with the leaders of the U.K., Germany and the president of the European Council on the sidelines of the G20 to talk a...	cbc.ca	2025-11-22T13:26:13.000000Z	International	Neutral	
Carney attends G20 summit with aim to boost trade — and as Canada cuts foreign aid	Prime Minister Mark Carney’s visit to South Africa for the G20, which will include a meeting with the country’s president, comes as Canada prioritizes boost...	cbc.ca	2025-11-22T07:00:00.000000Z	International	Negative	aim to boost trade — and as Canada cuts foreign aid
Carney wraps U.A.E. visit with pledge of $70B to be invested in Canada	Prime Minister Mark Carney says Ottawa is working on a $1-billion project aimed at expanding critical minerals processing capacity in Canada, while securing the...	cbc.ca	2025-11-21T13:51:16.000000Z	International	Positive	pledge of $70B to be invested in Canada
Trump's G20 boycott could make room for Canada to advance other trade talks	Prime Minister Mark Carney is headed to the G20 in South Africa where there could be more space to try and advance trade talks with other countries because U.S....	cbc.ca	2025-11-21T09:00:00.000000Z	International	Neutral	
Carney signs U.A.E. investment pact, launches trade talks during Abu Dhabi visit	Prime Minister Mark Carney signed an investment-protection agreement with the United Arab Emirates on Thursday, during a visit to Abu Dhabi that has involved li...	cbc.ca	2025-11-20T15:06:42.000000Z	International	Positive	signs U.A.E. investment pact, launches trade talks
Carney heads to U.A.E. hoping to sign investment pact with gulf nation	Prime Minister Mark Carney is slated to meet with United Arab Emirates President Sheikh Mohamed bin Zayed Al Nahyan in Abu Dhabi with the explicit focus on expa...	cbc.ca	2025-11-19T09:00:00.000000Z	International	Neutral	
Carney heads to the UAE amid questions about atrocities in Sudan	Prime Minister Mark Carney will travel to the United Arab Emirates next week,as both that country and Canada face questions over alleged links to actrocities i...	cbc.ca	2025-11-15T09:00:00.000000Z	International	Negative	links to atroities
Trade talks with Trump ‘not yet revived’ since anti-tariff ad apology: Carney	Prime Minister Mark Carney gave no indication trade talks with the United States will resume any time soon, despite apologizing to U.S. President Donald Trump w...	cbc.ca	2025-11-05T15:27:17.000000Z	International	Negative	despite apologizing
Carney asked Ford 'a couple of times' to pull anti-tariff ad,Ont. premier says	Ontario Premier Doug Ford says Prime Minister Mark Carney called him	cbc.ca	2025-11-03T18:40:48.000000Z	International	Neutral	
'Why did he promise it?': Poilievre criticizes Carney for not securing U.S. trade deal	Conservative Leader Pierre Poilievre is questioning why Prime Minister Mark Carney promised he could handle U.S. President Donald Trump, given that the two coun...	cbc.ca	2025-10-31T22:23:38.000000Z	International	Negative	Criticizes
Trump says Carney apologized for Ford's anti-tariff ad	U.S. President Donald Trump says Prime Minister Mark Carney apologized for the Ontario government ad that used former president Ronald Reagan’s own words to s...	cbc.ca	2025-10-31T20:21:55.000000Z	International	Neutral	
Carney and Xi agree to tackle 'irritants' in Canada-China relationship	Prime Minister Mark Carney met with China's Xi Jinping for 39 minutes Friday, where the leaders agreed to meet again and work toward reducing the irritants betw...	cbc.ca	2025-10-31T12:15:58.000000Z	International	Positive	Carney and Xi agree to tackle 'irritants'
Xi invites Carney to visit China as leaders meet at APEC summit	Chinese President Xi Jinping invited Prime Minister Mark Carney to visit China as the pair met on the sidelines of the Asia Pacific Economic Cooperation summit ...	cbc.ca	2025-10-31T09:53:41.000000Z	International	Neutral	
Carney tours newly completed South Korean sub as Canada weighs multi-billion dollar order	South Korea's prime minister put his political weight behind his country's multi-billion dollar bid to sell Canada submarines. Kim Min-seok accompanied his Cana...	cbc.ca	2025-10-30T11:44:11.000000Z	International	Neutral	
Carney, Trump keep it civil at South Korea summit, but speak little	U.S. President Donald Trump and Prime Minister Mark Carney were seated across the table and even acknowledged each other during a toast at a dinner ahead of the...	cbc.ca	2025-10-29T17:06:59.000000Z	International	Neutral	
Trump and Carney keep it civil over dinner ahead of APEC Summit	The U.S. president and the Canadian prime minister exchanged gestures but barely spoke at a dinner in advance of the APEC Summit.	cbc.ca	2025-10-29T14:12:22.000000Z	International	Neutral	
Carney mum on whether he saw Ontario's anti-tariff ad beforehand	Prime Minister Mark Carney says the federal government is in charge of trade talks with the Trump administration, as his office is declining to confirm whether ...	cbc.ca	2025-10-27T18:31:15.000000Z	International	Negative	his office is declining to confirm
Carney hoping for a relations reset in meeting with Chinese president	Prime Minister Mark Carney says he'll meet with Chinese President Xi Jinping at this week's APEC summit — a get-together that the prime minister hopes will re...	cbc.ca	2025-10-27T18:12:25.000000Z	International	Neutral	
Carney says he's not spoken to Trump since trade talks scuttled — but door remains open	Mark Carney and U.S. President Donald Trump have not spoken since trade talks were cancelled last week, the prime minister confirmed Monday. And it doesn't appe...	cbc.ca	2025-10-27T13:36:47.000000Z	International	Negative	trade talks scuttled
Carney pitches Canada as 'reliable' to ASEAN as Trump threatens more tariffs	Prime Minister Mark Carney addressed South Asian leaders on Sunday about the importance of “reliable partners who honour their commitments.”	cbc.ca	2025-10-26T09:00:00.000000Z	International	Neutral	
Shadow of Trump's trade war follows Carney to Malaysia	The prime minister is due to arrive in Malaysia for the summit of southeast Asian nations — looking to advance free trade talks there after the recent scuttli...	cbc.ca	2025-10-25T09:00:00.000000Z	International	Neutral	
Michael Kovrig warns of China’s ‘diplomatic wrapping paper’ as Carney pursues deeper ties	As Prime Minister Mark Carney aims to meet with Chinese President Xi Jinping amid a U.S. trade war, a former Canadian diplomat who spent more than a thousand da...	cbc.ca	2025-10-24T23:04:14.000000Z	International	Negative	warns ... as Carney pursues deeper ties, amid a U.S. trade war
Carney faced with balancing relations with China,U.S. as he departs for summits	Prime Minister Mark Carney is expected to walk an international tightrope over the next week as he departs Friday for a set of Indo-Pacific Summit meetings,one...	cbc.ca	2025-10-24T09:00:00.000000Z	International	Neutral	
Ottawa hoping for a Carney-Xi meeting in Asia next week, says official	A senior Canadian government official told reporters Thursday that it's hoped Prime Minister Mark Carney will meet Chinese President Xi Jinping on the sideline...	cbc.ca	2025-10-23T19:40:04.000000Z	International	Neutral	
Carney heading to Asia for 9-day trip to work on trade, defence partnerships	Prime Minister Mark Carney will travel to Malaysia, Singapore and South Korea over nine days at the end of the month to attend two multinational summits.	cbc.ca	2025-10-17T20:24:09.000000Z	International	Neutral	
'It's time to talk': Carney rules out hitting the U.S. with retaliatory tariffs	Prime Minister Mark Carney said Thursday his government is not considering hitting American goods with more retaliatory tariffs even as the trade war rages on, ...	cbc.ca	2025-10-16T17:35:05.000000Z	International	Neutral	
Trump’s delay at peace summit sparked rare, candid conversation among other leaders on postwar Gaza	U.S. President Donald Trump’s late arrival at the summit he convened in Egypt this week gave his fellow leaders, including Prime Minister Mark Carney,  a chan...	cbc.ca	2025-10-15T18:02:40.000000Z	International	Neutral	
Trump calls Carney ‘Mr. President’ at peace summit	During his speech at the Gaza peace summit in Egypt, U.S. President Donald Trump referred to Prime Minister Mark Carney as “president.” Carney attended the ...	cbc.ca	2025-10-13T21:03:18.000000Z	International	Neutral	
Carney to attend Gaza peace summit in Egypt on Monday: Prime Minister's Office	Prime Minister Mark Carney will be flying out tonight to head to Egypt to attend the signing of a Middle East peace plan aimed at ending the war in Gaza, accord...	cbc.ca	2025-10-12T20:54:18.000000Z	International	Neutral	
Carney says renegotiating CUSMA likely won't resolve all trade issues with U.S.	Prime Minister Mark Carney says it's clear the U.S. will keep targeting certain sectors with tariffs, even after the renegotiation of the Canada-U.S.-Mexico Agr...	cbc.ca	2025-10-10T16:44:36.000000Z	International	Neutral	
'It is a day for optimism,' Carney says as Israel,Hamas edge closer to ending war	Prime Minister Mark Carney said Thursday it is a day for optimism as Israel and Hamas agreed to the terms of a U.S.-brokered plan for peace in Gaza,paving th...	cbc.ca	2025-10-09T15:38:23.000000Z	International	Neutral	
Carney says he’s spoken with Tony Blair,Jared Kushner about Israel,Gaza	Prime Minister Mark Carney said Wednesday that he’s recently been in touch with two key players in U.S. President Donald Trump’s proposed peace plan for Isr...	cbc.ca	2025-10-09T00:03:56.000000Z	International	Neutral	
Danielle Smith says Prime Minister Carney speaking Trump's 'love language'	Alberta Premier Danielle Smith is lauding Prime Minister Mark Carney's ability to speak the language of U.S. President Donald Trump. Smith said Trump prefers to...	cbc.ca	2025-10-08T23:04:20.000000Z	International	Positive	lauding
'We will get an even better deal,' Carney says after Oval Office meeting with Trump	Prime Minister Mark Carney said Wednesday Canadian and American officials are currently negotiating terms of a deal on tariffs a day after he met with the U.S...	cbc.ca	2025-10-08T20:00:32.000000Z	International	Neutral	
Carney raised Keystone XL pipeline revival in meeting with Trump	Relief for Canada from U.S. tariffs on steel and aluminum may come thanks to renewed interest in a pipeline project first proposed more than 15 years ago.	cbc.ca	2025-10-08T09:00:33.000000Z	International	Positive	Relief for Canada
Pressure is building on Donald Trump as tariffs bite deeper into American manufacturing	Prime Minister Mark Carney is headed to Washington, under enormous pressure to make a deal. But as the trade war eats into American corporate profits and more i...	cbc.ca	2025-10-07T09:00:00.000000Z	International	Neutral	
'No more losing,' Poilievre tells Carney in scathing letter ahead of PM's face-to-face with Trump	Conservative Leader Pierre Poilievre has penned a scathing letter to the prime minister ahead of his meeting with the U.S. president on Tuesday, saying Mark C...	cbc.ca	2025-10-06T13:00:00.000000Z	International	Negative	scathing letter
Canada aims for steel tariff relief as Carney hopes to improve relationship with Trump, sources say	Partial relief from steel tariffs is the modest expectation of the Canadian delegation heading to the White House for Tuesday’s meeting between Prime Minister...	cbc.ca	2025-10-06T09:00:00.000000Z	International	Neutral	
Carney to return to Washington as Trump's tariffs hit sectors hard	The prime minister is expected to visit the White House on Tuesday to meet face-to-face with U.S. President Donald Trump as tariffs continue to pummel some Cana...	cbc.ca	2025-10-03T14:46:27.000000Z	International	Neutral	
Former clerk of Privy Council John Hannaford to be Carney's special representative to the EU	Prime Minister Mark Carney has created a new diplomatic position to the European Union in order to boost trade, economic security and the fight against climate ...	cbc.ca	2025-10-01T15:29:52.000000Z	International	Neutral	
Carney government quietly dropped more U.S. counter-tariffs than advertised	The federal government has quietly removed more counter-tariffs on American goods than initially advertised, according to an order-in-council published online.	cbc.ca	2025-09-25T18:51:49.000000Z	International	Negative	Quietly removed
Carney heads to U.K. in search of investment and partners — as pressure mounts to show results	Prime Minister Mark Carney heads to the United Kingdom Thursday to attract investment and strengthen ties that he argues are key to securing Canada's future. Th...	cbc.ca	2025-09-25T09:00:00.000000Z	International	Neutral	
Carney sees possibilities for Canada at UN General Assembly	Prime Minister Mark Carney said Canada can find opportunities in crisis after attending this week's United Nations General Assembly in New York — where U.S. P...	cbc.ca	2025-09-24T23:21:02.000000Z	International	Neutral	
Carney says he will meet China's president 'at appropriate time' to talk trade	Prime Minister Mark Carney on Tuesday said he's anticipating a meeting with Chinese President Xi Jinping as the two nations work to build a new, stable trade ...	cbc.ca	2025-09-24T01:42:57.000000Z	International	Positive	work to build a new, stable trade
During New York visit, Carney says Canada 'has what the world wants' at a critical time	"Prime Minister Mark Carney pitched Canada as a reliable trading partner that ""has what the world wants"" before an international audience Monday in New York City..."	cbc.ca	2025-09-23T01:05:06.000000Z	International	Neutral	
Winnipeggers run for Palestine, as Carney announces Canada's recognition of Palestinian state	Hundreds ran in Winnipeg on Sunday to show support for Palestine, on the same day the Prime Minister announced that Canada will formally recognize a Palestinian...	cbc.ca	2025-09-22T13:40:39.000000Z	International	Positive	show support
Canadians are taking a big step back from the U.S. — and here's the data to prove it	In the weeks after U.S. President Donald Trump sparked a trade war with his punishing tariffs, Prime Minister Mark Carney said Canada’s	cbc.ca	2025-09-19T09:00:00.000000Z	International	Neutral	
Canada, Mexico agree to deepen ties in face of Trump's turbulent 2nd term	Prime Minister Mark Carney and Mexican President Claudia Sheinbaum agreed to deepen ties between their two countries as both grapple with the uncertainty of a s...	cbc.ca	2025-09-19T00:23:08.000000Z	International	Positive	agreed to deepen ties
Former justice minister David Lametti named Canada's UN ambassador	Prime Minister Mark Carney has officially named David Lametti as Canada’s next ambassador to the United Nations.	cbc.ca	2025-09-18T20:15:06.000000Z	International	Neutral	
Carney heads to Mexico in search of an ally — and opportunities	Canada's relationship with Mexico took a hit last fall when some politicians responded to talk of tariffs from president-elect Donald Trump by suggesting that M...	cbc.ca	2025-09-18T09:00:00.000000Z	International	Neutral	
Carney says there's been a 'rupture.' What's he going to do about it this fall?	Even while Mark Carney has been accused of lowering his elbows in regards to American tariffs, he continues to frame the larger challenge facing this country in...	cbc.ca	2025-09-13T09:00:00.000000Z	International	Neutral	
Carney says diversifying trade relationships with Europe, Asia among key fall objectives	"Prime Minister Mark Carney says the federal government will launch a new trade diversification strategy this fall to ""strengthen existing relationships and open..."	cbc.ca	2025-09-10T19:18:31.000000Z	International	Neutral	
Israel's strike in Qatar an 'intolerable expansion of violence,' Carney says	Prime Minister Mark Carney condemned Israel’s strike on the headquarters of Hamas political leaders in Qatar on Tuesday.	cbc.ca	2025-09-09T20:51:42.000000Z	International	Neutral	
